GAME_ID,game_date,matchup,view_count,like_count,comment_count,pace_game,points,pct_pts_from_3pt,pct_fga_from_3pt,close_game,totalallstarsplayed,pct_pts_ft_game,pct_pts_fb_game,dunks,threes_more_than_28ft,highlight_plays,mov,avg_value_billions
21900017,2019-10-25,RAPTORS at CELTICS,115380.0,1098.0,166.0,104.5,218.0,0.426606,0.395722,1.0,4,0.13302752293578,0.100917431192661,4.0,1.0,5.0,6.0,5.0
21900022,2019-10-25,WIZARDS at THUNDER,27845.0,229.0,67.0,104.0,182.0,0.263736,0.355556,1.0,1,0.120879120879121,0.0934065934065934,5.0,0.0,5.0,12.0,3.875
21900019,2019-10-25,KNICKS at NETS,129521.0,1070.0,223.0,109.0,222.0,0.445946,0.389937,1.0,0,0.175675675675676,,7.0,2.0,9.0,4.0,6.55
21900021,2019-10-25,MAVERICKS at PELICANS,89093.0,656.0,168.0,104.0,239.0,0.364017,0.424084,1.0,2,0.125523012552301,0.179916317991632,10.0,2.0,12.0,7.0,4.15
21900020,2019-10-25,BULLS at GRIZZLIES,59174.0,570.0,117.0,106.0,212.0,0.311321,0.379679,1.0,0,0.150943396226415,,9.0,2.0,11.0,8.0,4.5
21900023,2019-10-25,SUNS at NUGGETS,59395.0,742.0,168.0,96.91,215.0,0.209302,0.308989,0.0,2,0.27906976744186,,5.0,0.0,5.0,1.0,4.4
21900024,2019-10-25,TRAIL BLAZERS at KINGS,32573.0,340.0,78.0,105.0,234.0,0.333333,0.389535,0.0,1,0.17948717948718,0.0598290598290598,7.0,1.0,8.0,10.0,4.05
21900025,2019-10-25,JAZZ at LAKERS,315807.0,2446.0,489.0,95.5,181.0,0.265193,0.326923,0.0,4,0.215469613259669,0.149171270718232,9.0,0.0,9.0,9.0,5.375
21900026,2019-10-26,HEAT at BUCKS,93644.0,886.0,214.0,110.94,257.0,0.385214,0.502564,1.0,3,0.194552529182879,0.140077821011673,12.0,3.0,15.0,5.0,4.6
21900027,2019-10-26,76ERS at PISTONS,87303.0,625.0,152.0,109.0,228.0,0.276316,0.325153,1.0,1,0.179824561403509,0.0745614035087719,9.0,1.0,10.0,6.0,4.175000000000000
21900029,2019-10-26,CELTICS at KNICKS,43172.0,358.0,61.0,101.5,213.0,0.309859,0.388571,0.0,2,0.211267605633803,0.0845070422535211,,,,23.0,6.5
21900031,2019-10-26,RAPTORS at BULLS,30914.0,175.0,33.0,106.0,192.0,0.375,0.430168,0.0,2,0.177083333333333,0.166666666666667,11.0,0.0,11.0,24.0,5.15
21900028,2019-10-26,MAGIC at HAWKS,42778.0,523.0,123.0,101.5,202.0,0.207921,0.333333,1.0,1,0.158415841584158,0.108910891089109,8.0,1.0,9.0,4.0,3.925
21900030,2019-10-26,PACERS at CAVALIERS,39785.0,333.0,69.0,99.0,209.0,0.301435,0.353293,0.0,1,0.143540669856459,0.0813397129186603,14.0,4.0,18.0,11.0,3.875
21900032,2019-10-26,PELICANS at ROCKETS,123419.0,787.0,171.0,111.0,249.0,0.373494,0.489691,0.0,3,0.160642570281125,0.120481927710843,10.0,0.0,10.0,3.0,4.5
21900033,2019-10-26,WIZARDS at SPURS,46328.0,399.0,104.0,99.5,246.0,0.317073,0.305419,1.0,0,0.105691056910569,,11.0,2.0,13.0,2.0,3.975
21900034,2019-10-26,KINGS at JAZZ,34359.0,224.0,61.0,98.0,194.0,0.386598,0.396226,0.0,2,0.108247422680412,0.0824742268041237,5.0,1.0,6.0,32.0,4.1
21900035,2019-10-26,CLIPPERS at SUNS,231385.0,2177.0,743.0,104.5,252.0,0.333333,0.433526,0.0,2,0.23015873015873,0.123015873015873,7.0,1.0,8.0,8.0,5.0
21900036,2019-10-27,WARRIORS at THUNDER,157778.0,939.0,294.0,103.0,212.0,0.283019,0.382353,0.0,1,0.207547169811321,0.0990566037735849,8.0,5.0,13.0,28.0,6.45
21900037,2019-10-27,NETS at GRIZZLIES,140708.0,1457.0,180.0,105.96,267.0,0.325843,0.382353,1.0,0,0.187265917602996,,9.0,0.0,9.0,1.0,4.4
21900039,2019-10-27,HEAT at TIMBERWOLVES,52113.0,375.0,120.0,103.5,225.0,0.373333,0.460227,1.0,1,0.155555555555556,0.0533333333333333,10.0,1.0,11.0,7.0,4.175
21900038,2019-10-27,TRAIL BLAZERS at MAVERICKS,78171.0,485.0,128.0,107.5,240.0,0.275,0.39779,1.0,2,0.225,,11.0,1.0,12.0,2.0,4.325
21900040,2019-10-27,HORNETS at LAKERS,412414.0,2809.0,413.0,101.5,221.0,0.285068,0.358696,0.0,2,0.144796380090498,0.190045248868778,18.0,3.0,21.0,19.0,5.175
21900041,2019-10-28,PACERS at PISTONS,30255.0,240.0,63.0,96.0,190.0,0.3,0.257143,1.0,1,0.1,,7.0,0.0,7.0,2.0,3.425
21900042,2019-10-28,BULLS at KNICKS,77237.0,676.0,188.0,95.0,203.0,0.26601,0.363636,1.0,0,0.182266009852217,,9.0,1.0,10.0,7.0,6.65
21900044,2019-10-28,MAGIC at RAPTORS,26552.0,237.0,40.0,104.5,199.0,0.331658,0.448276,1.0,2,0.21608040201005,0.165829145728643,3.0,2.0,5.0,9.0,4.025
21900043,2019-10-28,76ERS at HAWKS,109507.0,826.0,311.0,106.0,208.0,0.288462,0.395349,0.0,3,0.201923076923077,0.0480769230769231,9.0,0.0,9.0,2.0,4.6
21900046,2019-10-28,CAVALIERS at BUCKS,36849.0,282.0,41.0,105.5,241.0,0.360996,0.401042,0.0,2,0.107883817427386,0.145228215767635,8.0,4.0,12.0,17.0,4.225
21900047,2019-10-28,WARRIORS at PELICANS,214847.0,1398.0,259.0,110.0,257.0,0.338521,0.396135,0.0,1,0.116731517509728,0.132295719844358,11.0,4.0,15.0,11.0,6.35
21900045,2019-10-28,THUNDER at ROCKETS,173491.0,1108.0,226.0,103.0,228.0,0.302632,0.429348,0.0,3,0.197368421052632,0.0964912280701754,10.0,2.0,12.0,4.0,4.6
21900048,2019-10-28,TRAIL BLAZERS at SPURS,75516.0,601.0,157.0,109.0,223.0,0.2287,0.297297,0.0,1,0.20627802690583,0.179372197309417,10.0,0.0,10.0,3.0,3.675
21900050,2019-10-28,NUGGETS at KINGS,32321.0,303.0,73.0,92.5,195.0,0.338462,0.386243,0.0,1,0.148717948717949,0.112820512820513,10.0,0.0,10.0,7.0,4.325
21900049,2019-10-28,JAZZ at SUNS,56458.0,431.0,206.0,103.0,191.0,0.361257,0.430464,1.0,3,0.25130890052356,0.146596858638743,7.0,0.0,7.0,1.0,4.175
21900051,2019-10-28,HORNETS at CLIPPERS,71941.0,491.0,226.0,101.0,207.0,0.376812,0.433735,0.0,1,0.140096618357488,0.115942028985507,7.0,3.0,10.0,15.0,4.375
21900052,2019-10-29,HAWKS at HEAT,78857.0,671.0,108.0,104.5,209.0,0.344498,0.448718,0.0,2,0.23444976076555,0.0861244019138756,11.0,3.0,14.0,15.0,4.700000000000000
21900053,2019-10-29,MAVERICKS at NUGGETS,127194.0,947.0,193.0,93.0,215.0,0.334884,0.394286,1.0,2,0.106976744186047,0.0790697674418605,,,,3.0,4.6
